FIPS Code,Percent adults fully vaccinated against COVID-19,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Med_HH_Income_Percent_of_State_Total_2019,"Unemployment Rate, 2019","Median Household Income, 2019","Population Density, 2020","Average Household Size, 2020","Average Household Size of Owner-Occupied Unit, 2020","Average Household Size of Renter-Occupied Unit, 2020",Estimated percent of people of all ages in poverty 2019,Estimated percent of people age 0-17 in poverty 2019,Estimated percent of related children age 5-17 in families in poverty 2019,Percent Under 5 years,Percent 5 to 9 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent 18 years and over,Percent 65 years and over,Median Age,Percent Male,Percent Female,Percent Households with 1+ Persons with Disability,Percent Total Civilian Noninstitutionalized Population - with a disability 65 and over ,Percent Total Civilian Noninstitutionalized Population - with a disability ,Percent of Households with Internet At Home,Percent Total Households with a computer ,Percent Total Households with a broadband Internet subscription ,Percent of Households with Limited English Speaking Status,Percent of Population with No Health Insurance Coverage,"Percent of Civilian Employed Population 16 Years and Over in Educational Instruction, and Library Occupations",Percent of Civilian Employed Population 16 Years and Over in Food Preparation and Serving Related Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Support Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Practitioners and Technical Occupations,"Percent of Civilian Employed Population 16 Years and Over in Natural Resources, Construction, and Maintenance Occupations",Percent of Civilian Employed Population 16 Years and Over in Protective Service Occupations,"Percent of Civilian Employed Population 16 Years and Over in Production, Transportation and Material Moving Occupations",Latitude,Longitude,Population,Average Household Size of Owner-Occupied Unit,Average Household Size of Renter-Occupied Unit,Percent Renter-occupied Units,"Percent Population Enrollment in - Nursery, Preschool",Percent Population Enrollment in - Kindergarten,Percent Population Enrollment in - Grade 1-4,Percent Population Enrollment in - Grade 5-8,Percent Population Enrollment in - Grade 9-12,Percent Population Enrollment in - College,Percent Population Enrollment in - Grad/Prof,Percent Population Enrollment in - Elementary school (grades 1-8),Percent Population Enrollment in - High school (grades 9-12),Percent Population Enrollment in - College or graduate school,Percent Grandparents responsible for grandchildren,Percent Total Households - With Supplemental Security Income,Percent Total Households - With cash public assistance income,Percent Total Households - With Food Stamp/SNAP benefits in the past 12 months,Percent Total Population - Worked at home,Percent population with Income to Poverty Ratio < 0.50,Percent population with Income to Poverty Ratio 0.50-0.99,Percent population with Income to Poverty Ratio 1.00-1.24,Percent population with Income to Poverty Ratio 1.50-1.84,Percent population with Income to Poverty Ratio 1.85-1.99,Percent population with Income to Poverty Ratio 2.00+,"Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 18 years","Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 5 years only",Percentage of people whose income in the past 12 months is below the poverty level - 65 years and over,Percentage of people whose income in the past 12 months is below the poverty level - Related children of the householder under 5 years,Percent Households: Income Below Poverty Level ,Percentage of people whose income in the past 12 months is below the poverty level,Percent of Civilian noninstitutionalized population with Health Coverage,Percent of Total Civilian Noninstitutionalized Population - With health insurance coverage,Percent of Total Civilian Noninstitutionalized Population - With private health insurance,Percent of Total Civilian Noninstitutionalized Population - With public coverage,Percent of Total Civilian Noninstitutionalized Population - No health insurance coverage
13061,0.152,19.98179245,36.27674103,31.22439766,12.51706886,0.0037,0,0.0102,0.6239,0,0.3541,39.92251968,7,24732,9.222988945,2.77,2.8,2.72,28.8,41.9,41,0.037614368,0.051507963,0.137919349,0.090816672,0.029481532,0.808878346,0.258217553,49.8,0.483564893,0.516435107,36.9,47.16225613,101.3559759,69.3,169.6126229,141.8297666,0,16,7.5,8.4,3.1,4.1,8.6,3.6,15.2,31.6263,-84.9801,2951,2.4,2.15,27.1,0.009149441,0.017960014,0.043713995,0.0447306,0.064384954,0.032531345,0.013554727,0.088444595,0.064384954,0.046086073,0.037614368,3.066666667,0.328395062,0.032098765,0.023381904,0.139952558,0.24771264,0.097932904,0.090138936,0.030837004,0.333107421,50.7,0,23.7,80.2,32.4,39.5,0.982039986,0.825144019,0.427651644,0.556082684,0.156895967
28051,0.365,23.2142849,40.95298767,25.65597725,10.17674923,0.0017,0,0.0007,0.8399,0,0.1543,57.36805344,10.4,26348,1.681499839,3.63,3.19,4.01,33.8,45.2,41.5,0.067937081,0.079889497,0.082313807,0.04724587,0.015673451,0.740767886,0.145233128,34.7,0.478265772,0.521734228,37.6,122.5343914,396.551786,42.6,454.6699915,291.2539727,0,16.1,5.9,5.9,6.7,6.9,2.5,2.2,28.6,33.1235,-90.0921,17737,2.87,2.58,38.7,0.021762418,0.015335175,0.060382252,0.061566218,0.053955009,0.079945876,0.002255173,0.121948469,0.053955009,0.082201049,0.015955348,3.71875,0.712740385,0.135817308,0.006483622,0.217116762,0.188927102,0.075379151,0.08626036,0.024750522,0.281220048,62.7,57.4,25.3,54.7,43.5,42.4,0.99002086,0.830185488,0.370919547,0.536223713,0.159835372
46017,0.436,21.87802505,39.59341812,30.00967979,8.518877029,0.0415,0.81,0,0.0015,0,0.1367,44.14705276,6,26671,8.397803352,2.34,2.38,2.24,39.8,46.3,44.3,0.113524186,0.102171767,0.051826259,0.016288253,0.003948667,0.62142152,0.072063179,25.8,0.497532083,0.502467917,38.3,35.55532804,171.1476807,54.3,238.6425408,181.995069,0.5,39.3,1.5,8.3,0.7,0.7,3.2,6.5,6.2,44.0763,-99.2048,2026,3.13,3.97,53.7,0.043928924,0.021224087,0.083415597,0.080454097,0.089338598,0.016288253,0.003455084,0.163869694,0.089338598,0.019743337,0.063178677,1.978947368,0.266666667,0.364912281,0.013326752,0.248766041,0.143139191,0.054787759,0.113524186,0.053800592,0.290720632,55.1,64,26,51.1,38.7,39.7,1,0.607107601,0.203849951,0.436327739,0.392892399
13269,0.197,21.50556564,37.53313446,28.32655907,12.63474083,0.0262,0,0.0184,0.3796,0,0.5732,45.57546234,4.2,28234,7.877689387,2.66,2.51,2.9,22.9,32.1,30.8,0.050394283,0.050887137,0.114218827,0.048546082,0.032035485,0.795835387,0.194800394,45.2,0.475973386,0.524026614,35.6,84.14602806,185.3616789,61.7,305.5702905,256.4049683,0.7,17.5,8.1,1.4,1.9,6,3.7,3.4,21.8,32.5555,-84.2505,8116,2.42,2.03,29.5,0.006407097,0.013923115,0.04558896,0.043740759,0.062838837,0.04484968,0.008748152,0.089329719,0.062838837,0.053597831,0.03474618,4.047785548,0.395104895,0.092074592,0.007639231,0.128388369,0.126293741,0.083661902,0.059881715,0.015032035,0.476219813,26.8,45.6,28.5,52.9,24.1,25.8,0.991375062,0.817397733,0.535608674,0.418925579,0.173977329
28053,0.338,30.1499176,33.75902176,23.30186844,12.78919125,0.0331,0.0029,0.0008,0.7565,0.0005,0.2062,61.9752655,10.4,28464,5.028100131,2.83,2.95,2.58,37.1,55.3,47.9,0.061270712,0.09166766,0.094409346,0.046727858,0.022171892,0.731910836,0.163309095,38.3,0.478126118,0.521873882,39.9,77.39711774,237.6181962,60.9,317.9871565,250.6684615,0,16.3,6.8,5.5,3.1,4.9,3.4,3.7,26.9,33.1287,-90.5266,8389,2.53,2.73,38.1,0.016569317,0.014542854,0.08046251,0.061032304,0.055310526,0.035165097,0.003695315,0.141494815,0.055310526,0.038860412,0.021933484,2.768027802,0.517810599,0.051259774,0.005364167,0.149123853,0.210871379,0.109190607,0.06282036,0.032185004,0.350697342,65.4,43.8,23.9,58.2,31.6,36.4,0.989271665,0.827989033,0.315651448,0.568959352,0.161282632
1063,0.331,20.78370476,38.61557007,30.48506737,10.11565685,0.0174,0.0044,0,0.7946,0,0.1724,55.43450928,5.6,28699,8.729023441,2.63,2.77,2.32,31.7,45.8,44.1,0.06943777,0.066914945,0.118692936,0.074843825,0.019461797,0.773666506,0.212998558,40.9,0.462037482,0.537962518,48.3,202.5272407,410.4901031,51.4,369.4209609,304.998777,0.2,12.8,5.5,4,3.4,0.9,3.3,6.2,31.4,32.8531,-87.9522,8324,2.87,2.66,32.9,0.01213359,0.02402691,0.06018741,0.030994714,0.048534358,0.024747717,0.003483902,0.091182124,0.048534358,0.028231619,0.02006247,2.570557491,0.343205575,0.080139373,0.008529553,0.206391158,0.170831331,0.097068717,0.079048534,0.020422874,0.35031235,61.1,74.4,27,25.7,34.5,38.1,0.9933926,0.86641038,0.478255646,0.553099471,0.12698222
21189,0.345,31.23988342,36.80802917,15.79799271,16.1540947,0,0,0.0016,0.0547,0,0.9343,54.97359085,7,28727,13.90876411,2.29,2.31,2.21,35.5,43.6,43.3,0.079918955,0.043223773,0.11143629,0.05718145,0.021386763,0.797838811,0.190004502,43.4,0.454299865,0.545700135,53.6,48.45848811,146.2962907,63,140.8864357,122.7001148,0,3.5,9.7,2.1,1.7,10.5,2.6,7.1,10.6,37.4192,-83.6831,4442,2.75,2.15,31.6,0.017784782,0.015533543,0.033318325,0.032192706,0.039621792,0.021386763,0.016659163,0.065511031,0.039621792,0.038045925,0.030166592,2.531946508,0.734026746,0.135215453,0.009230077,0.095677623,0.19810896,0.05425484,0.119765871,0.043223773,0.418280054,43.9,31,28.3,16.7,36.1,30.3,0.981314723,0.947321027,0.312922107,0.723998199,0.033993697
54047,0.197,31.36207199,47.03944778,16.21166611,5.386811256,0.0145,0.0025,0.0007,0.0831,0,0.887,59.81627274,9.2,29106,5.547014404,2.4,2.55,2.11,33.8,44.2,41.9,0.055034564,0.058303414,0.124859332,0.063394245,0.019398746,0.794866299,0.207652323,45,0.514173946,0.485826054,59.8,177.2502349,435.6476116,65.9,425.0599827,369.234303,0,6,6.8,6.7,3.2,7.7,3.5,6.8,16.2,37.3785,-81.6536,18661,2.25,2.32,21.3,0.007663041,0.013986389,0.039279781,0.038475966,0.055302503,0.016076309,0.00139328,0.077755747,0.055302503,0.017469589,0.02582927,2.892395437,0.457034221,0.094296578,0.005894647,0.14538342,0.1602808,0.080113606,0.080274369,0.034671239,0.348320026,59.2,70.8,13.1,62.9,30.8,33.2,0.924280585,0.86881732,0.371416323,0.648732651,0.055463266
1119,0.33,13.30365944,35.36103058,29.7725029,21.56280899,0.0053,0.0007,0.0214,0.7192,0,0.2481,56.4196167,4.6,29209,7.02780924,2.36,2.46,2.22,36.4,45.3,44.4,0.05587247,0.058763773,0.095803704,0.059701493,0.019066969,0.806986012,0.174572165,35.6,0.463155427,0.536844573,44,213.2912507,532.3134987,63.4,692.0075483,600.7276734,1.7,12.5,6.3,6.6,3,4.6,3.7,5.3,17.4,32.5911,-88.1988,12797,2.53,1.86,35.9,0.017972962,0.008517621,0.05774791,0.02781902,0.051262015,0.129092756,0.015706806,0.08556693,0.051262015,0.144799562,0.011408924,3.637762238,0.515384615,0.037762238,0.005157459,0.143002266,0.152535751,0.063296085,0.064858951,0.060170352,0.388997421,63.4,83.6,26.2,38.3,35.9,31.8,0.989763226,0.865671642,0.515355161,0.477690084,0.124091584
28119,0.292,28.66597748,31.06514931,29.96897697,10.29989624,0.0122,0,0.0022,0.7202,0,0.2603,63.83469772,8.4,29318,5.089327131,2.82,2.89,2.62,35,51.8,48.5,0.062334771,0.066926395,0.0971198,0.050647002,0.018366495,0.764157507,0.166133296,38.7,0.467789064,0.532210936,32.5,64.80383139,167.7018069,58.9,325.3327481,258.9234164,0,17.4,3.1,7,3.9,4.3,3.6,7.1,22.6,34.2514,-90.2891,7187,2.35,2.27,41.3,0.019757896,0.01168777,0.053568944,0.052873243,0.055934326,0.03631557,0.00055656,0.106442187,0.055934326,0.03687213,0.026436622,3.005958292,0.454816286,0.065541212,0.011409489,0.176290525,0.17114234,0.067343815,0.102963684,0.025462641,0.325031307,59.9,6.5,22.5,42.3,36.4,35.6,0.976346181,0.806456101,0.328648949,0.539307082,0.169890079
1105,0.345,17.1681118,36.91993713,23.13445473,22.77749443,0.0118,0.0003,0.0009,0.6931,0,0.2934,57.12078094,5.3,29572,19.37028134,2.77,2.69,2.86,33.9,46.2,45.6,0.052082212,0.019477026,0.126008824,0.051544173,0.013128161,0.784030991,0.190681158,36.9,0.458732379,0.541267621,49.3,177.1036531,404.3499034,55.2,367.4449519,332.1445635,0.3,9.3,5.6,6.3,5.4,0.4,7.8,10.4,19.5,32.6385,-87.2944,9293,2.83,2.59,28.1,0.027547616,0.003335844,0.030345421,0.069407081,0.0805983,0.094049284,0,0.099752502,0.0805983,0.094049284,0.020445497,2.845227062,0.522706209,0.050046339,0.002797805,0.091466695,0.189605079,0.111589368,0.06488755,0.039922522,0.324222533,59.8,57.7,14.7,32.9,33.4,30.8,0.982997955,0.891961692,0.5068331,0.498762509,0.091036264
28083,0.395,18.37892532,38.16210938,24.97893524,18.48003197,0.0265,0,0.006,0.742,0,0.2219,64.63813019,7.7,29687,6.63070011,2.15,2.08,2.21,35.7,50.8,50.4,0.075046198,0.080692629,0.078776264,0.040209431,0.019095202,0.721579632,0.138080898,34,0.466189857,0.533810143,18.2,61.34153166,151.3266627,43.9,336.0357554,228.2010285,0.6,14.5,7.6,5.4,5.3,3.9,2.7,2.4,22.1,33.5505,-90.3011,29222,2.79,2.79,49.4,0.01943741,0.028095271,0.056293204,0.056019437,0.062897817,0.068133598,0.011292862,0.112312641,0.062897817,0.07942646,0.013003901,5.054287164,0.438863521,0.087265348,0.010882212,0.202723975,0.148381357,0.057148724,0.063376908,0.031175142,0.355622476,70,78.7,22.5,53.6,35.6,36.8,0.982273629,0.839504483,0.404113339,0.502361235,0.142769147
22035,0.338,29.45752335,40.51177216,21.12589645,8.904810905,0.0055,0,0,0.6969,0,0.2897,58.58769608,10.2,29943,22.48991942,2.36,2.45,2.17,38.4,52,47,0.066798196,0.048759865,0.079622322,0.051014656,0.009723788,0.82102593,0.140360767,33.9,0.607243517,0.392756483,29.9,61.72923735,112.0953813,40.6,150.3306551,125.7618045,0,9,5.5,4.9,9.3,8.7,6.4,7.1,6.8,32.7325,-91.2351,7096,2.12,2.23,48.4,0.005636979,0.021702368,0.031426156,0.040304397,0.02494363,0.020997745,0.00253664,0.071730552,0.02494363,0.023534386,0.016488162,3.280193237,0.375201288,0.115942029,0,0.1578354,0.120067644,0.033258174,0.039740699,0.021561443,0.192502818,79.2,100,33.2,88.4,42.4,44.6,0.623167982,0.56722097,0.242249154,0.397547914,0.055947012
21095,0.342,27.23966408,34.5616951,27.36802673,10.83061409,0.0097,0,0.0029,0.022,0,0.9501,57.50535965,9.1,30050,16.96542072,2.51,2.46,2.6,31.1,38.9,38.2,0.062923705,0.071276078,0.110790666,0.051387692,0.016779655,0.771264841,0.178958013,41.3,0.48207798,0.51792202,55.8,126.1219777,366.7072192,67.5,387.6296397,336.2951479,0.2,5.8,7.3,7.7,4.6,8.4,2.2,3.4,15.9,36.8569,-83.218,26699,2.44,2.1,31.2,0.015131653,0.014270197,0.06475898,0.039926589,0.04801678,0.03618113,0.004457096,0.104685569,0.04801678,0.040638226,0.023371662,3.526765917,0.492556224,0.234716503,0.00767819,0.152515075,0.197123488,0.0751339,0.07063935,0.036106221,0.37934005,72.8,82.1,20.5,44.9,35.1,36,0.982021799,0.924828645,0.403385895,0.642758156,0.057193153
21051,0.289,35.29573441,35.323246,19.54607964,9.834938049,0.0256,0.0012,0,0.0358,0.0004,0.9258,57.74456406,6.7,30175,16.6338302,2.64,2.59,2.68,32.6,42.6,42.5,0.059701493,0.061616261,0.092498036,0.04462883,0.010408484,0.78692066,0.14753535,39.6,0.524057345,0.475942655,49.4,86.94733591,318.8466821,69,347.1329121,311.9839891,0.5,7.1,6.3,7.3,5.6,5.9,3.2,2,23.8,37.1597,-83.7147,20368,2.48,2.49,32.1,0.010850353,0.01104674,0.04389238,0.049145719,0.045561665,0.028132364,0.00348586,0.093038099,0.045561665,0.031618225,0.026512176,2.883844117,0.755580779,0.125236474,0.013256088,0.122299686,0.218430872,0.07762176,0.053269835,0.059848782,0.344952867,67.5,89,22.4,50.6,38.4,36.6,0.934456009,0.868519246,0.335182639,0.626031029,0.065936764
28027,0.305,20.47358513,25.2232914,37.85224533,16.45087624,0.0037,0.0017,0.0049,0.7753,0,0.2079,65.84654236,7.8,30242,14.35428471,2.55,2.46,2.66,38.2,49.1,44,0.081788863,0.073403569,0.085917007,0.039862395,0.020425715,0.726725435,0.146205117,34.8,0.461965169,0.538034831,27.8,74.94663415,194.1351648,62.3,410.6681743,333.5679013,0.2,13,7.2,8.8,5.3,8.2,2.2,4.2,15.7,34.2292,-90.6027,23255,2.51,2.62,49.4,0.029542034,0.013889486,0.057019996,0.059084068,0.057235003,0.059213072,0.010793378,0.116104064,0.057235003,0.07000645,0.021629757,2.845755023,0.395657809,0.07485418,0.012083423,0.15828854,0.180649323,0.10513868,0.072242528,0.015523543,0.380047302,58.4,53,17.6,50.1,32.5,34.8,0.986368523,0.857665018,0.387615567,0.539023866,0.128703505
28011,0.399,22.15539742,24.86662102,29.37239265,23.60558701,0.0216,0.0013,0.009,0.64,0,0.3247,65.99242401,7.2,30309,6.021341533,2.31,2.38,2.23,36.6,49,48.7,0.068575735,0.070710877,0.094448631,0.038338357,0.017300929,0.751444361,0.150087918,35.6,0.471363979,0.528636021,37.3,142.08708,429.612014,61.1,668.301198,525.1447221,0.3,14.3,9,7.5,4.5,6,1.6,3.9,14.7,33.7956,-90.8804,31848,2.49,2.54,46.4,0.014286611,0.024585531,0.060568953,0.055639287,0.051557398,0.082799548,0.011900276,0.116208239,0.051557398,0.094699824,0.01579377,3.552654737,0.53798768,0.066588442,0.007064808,0.175238634,0.157372519,0.077807084,0.068638533,0.010707109,0.401720673,61.6,47.8,15.6,49.9,32.7,35,0.979998744,0.839518965,0.430042703,0.501758352,0.140479779
5077,0.234,24.16345787,40.39088058,24.69647598,10.74918556,0.025,0.0024,0.0016,0.5533,0,0.4104,62.05834198,4.5,30421,5.45513727,2.72,2.96,2.24,35.4,42.1,39.7,0.051011529,0.046443333,0.106591255,0.051881662,0.029584512,0.817815967,0.188057429,42.5,0.567761584,0.432238416,38.4,117.6443067,311.3414987,59.8,393.6755373,319.3202612,1.2,7.2,2.8,4.1,6.2,2.7,3.1,3.4,21.5,34.7806,-90.7821,9194,2.49,2.17,40.2,0.004676963,0.013160757,0.043832935,0.034914074,0.054274527,0.028170546,0.0003263,0.078747009,0.054274527,0.028496846,0.007396128,4.058227848,0.382278481,0.117721519,0.006634762,0.092886665,0.088536002,0.075701544,0.082771373,0.034805308,0.405481836,64.2,82.1,10.7,44.2,26.8,22.1,0.825320861,0.766043072,0.370676528,0.504350663,0.05927779
28063,0.419,22.0370369,37.8806572,24.17695427,15.90534973,0.0722,0.0015,0.006,0.7896,0,0.1298,67.21607971,16,30871,12.48007927,2.17,2.33,1.8,28.9,43.2,41.9,0.062560554,0.058685121,0.089688581,0.040553633,0.023391003,0.767474048,0.153633218,40.5,0.489134948,0.510865052,25.3,55.16950643,155.2574286,68.2,332.1353394,311.260391,0.8,15.9,9.6,10.1,7.4,13.5,3.6,3.3,18.3,31.7343,-91.0373,7225,3.04,2.13,32.6,0.005259516,0.020761246,0.057577855,0.058269896,0.049550173,0.038754325,0.012595156,0.115847751,0.049550173,0.051349481,0.023252595,2.788154897,0.528473804,0.061503417,0.003598616,0.14615917,0.204013841,0.07349481,0.060346021,0.035432526,0.370934256,43.6,33.1,27.2,42,33,37.6,0.930380623,0.782145329,0.357370242,0.499792388,0.148235294
21129,0.332,31.88230515,36.31600189,23.53889465,8.262797356,0.0044,0.0068,0.0022,0.0076,0,0.9565,59.1415329,5.5,30905,29.23546513,2.4,2.47,2.27,34.9,44.3,43.6,0.053625926,0.053044616,0.111321029,0.046940852,0.015550065,0.795669234,0.173811946,43.6,0.526667636,0.473332364,52.3,54.40080674,157.4636068,59.8,159.1144983,133.250531,0,2.7,6.7,2.3,1.9,8.5,4.8,4,20.1,37.5948,-83.7162,6881,2.45,1.89,31.1,0.01337015,0.006685075,0.04447028,0.043017003,0.060165674,0.030373492,0.005813109,0.087487284,0.060165674,0.036186601,0.022380468,2.808110781,0.539070227,0.075173096,0.003778521,0.170178753,0.154774015,0.083854091,0.046650196,0.028484232,0.368987066,59,89.7,25.9,62.3,37.2,34.6,0.937799738,0.912076733,0.415927917,0.578404302,0.025723005
21013,0.348,30.36676979,38.47373581,22.00084496,9.158651352,0.0106,0.0022,0.0017,0.0276,0,0.9424,59.20851135,6.2,30940,1.241373363,2.17,2.42,1.95,30.3,41.1,40.6,0.059833526,0.058751073,0.113470942,0.056698145,0.015676906,0.78727931,0.185845993,41.7,0.491732298,0.508267702,55.7,95.24936512,276.4106029,63.3,270.9955516,233.0554801,0.1,5.3,6.5,5,4.4,6.8,2.6,3,22.1,36.7306,-83.6741,26791,2.46,2.39,34,0.016423426,0.01194431,0.047590609,0.049232951,0.048187824,0.026053525,0.008771602,0.09682356,0.048187824,0.034825128,0.026650741,2.974244121,0.469764838,0.158174692,0.006233437,0.149490501,0.194580269,0.073233549,0.099212422,0.021089172,0.356910903,68.9,57.1,16.8,47,34,35.5,0.971706917,0.920234407,0.356910903,0.682430667,0.051472509
28055,0.152,39.45946121,31.89189148,25.49549484,3.153153181,0.0132,0,0,0.6165,0,0.3703,67.37502289,12.4,30944,4.69736954,2.77,2.9,2.53,35.8,44.4,45.1,0.067597355,0.044085231,0.084496694,0.066862601,0.010286554,0.853783982,0.161645849,42.2,0.617927994,0.382072006,40.2,63.66819486,251.528671,41,207.5111536,155.6333652,0,11.7,4.8,4.8,4.8,0,1.6,4.4,31.4,32.7414,-90.9892,1361,1.99,2.35,56.3,0.02277737,0.017634093,0.026451139,0.02277737,0.011756062,0.005143277,0,0.049228508,0.011756062,0.005143277,0.002204262,3.331034483,0.710344828,0.034482759,0.002939015,0.132255694,0.149155033,0.061719324,0.174136664,0,0.243938281,50,100,27.4,75,33.5,36,0.78104335,0.689933872,0.288758266,0.498163115,0.091109478
1131,0.359,23.54512215,39.47146606,24.48692703,12.49648571,0.0053,0.0009,0.0003,0.6938,0,0.2684,59.87522125,7.2,30998,25.08498098,2.54,2.38,2.73,32.5,48.9,46,0.062821833,0.044845988,0.111600037,0.056829885,0.021252692,0.758730456,0.189682614,40.5,0.469431701,0.530568299,36.2,159.8537321,431.0880297,55.3,550.2243018,445.5222616,0.8,10.9,5.2,5.1,5.9,4,3.9,2.7,27.2,31.9893,-87.3082,10681,2.82,2.48,32.1,0.009268795,0.00468121,0.054021159,0.063570827,0.072558749,0.027806385,0.008332553,0.117591986,0.072558749,0.036138938,0.014605374,3.936670072,0.634320735,0.055158325,0.006179197,0.105795338,0.185469525,0.104765471,0.077988952,0.031551353,0.408482352,51.8,58.9,21.6,51.6,29.7,30.1,0.974908716,0.868738882,0.442936055,0.552101863,0.106169834
28151,0.307,21.16389656,32.3103714,28.58818054,17.93754959,0.0162,0.001,0.0056,0.72,0,0.2514,67.53614044,8,31018,4.03434357,2.49,2.58,2.32,33.7,48,49,0.074994029,0.068415225,0.094817292,0.044683761,0.014590616,0.73871507,0.154091669,37.2,0.466834575,0.533165425,42.9,129.02875,434.2172449,62.6,558.6349104,458.252012,0.9,15.7,6.9,6.3,4.6,6.8,1.9,3,17.7,33.2838,-90.9475,46057,2.37,2.71,47.1,0.020083809,0.009032286,0.068458649,0.05295612,0.060142866,0.046920121,0.007990099,0.121414769,0.060142866,0.05491022,0.026402067,3.461893764,0.444380293,0.104311008,0.003843064,0.155546388,0.178800182,0.071867469,0.07733895,0.039993921,0.38593482,62.7,52.7,16.8,46.7,30.8,33.9,0.990164362,0.835095642,0.40456391,0.520789457,0.155068719
28125,0.37,22.51111794,27.91652489,30.03763199,19.53472519,0.0011,0.0011,0,0.7457,0,0.2507,67.79742432,9.3,31138,33.66765309,2.55,2.63,2.33,33.4,50.8,47.1,0.049273388,0.084468665,0.107402361,0.049954587,0.024523161,0.756357856,0.181880109,41.2,0.462306994,0.537693006,37.5,75.40655239,241.4533041,60.3,331.5857152,267.8582922,0.3,17.8,7,6.7,6.5,3.6,3.5,4.3,14.3,32.8799,-90.8132,4404,2.52,2.29,35.9,0.008855586,0.032697548,0.059264305,0.046775658,0.076748411,0.03315168,0.000908265,0.106039964,0.076748411,0.034059946,0.024069028,2.621257485,0.453592814,0.011976048,0.000454133,0.082425068,0.185059037,0.117847411,0.074250681,0.029518619,0.361489555,38.8,0,15.7,27.6,27.1,27.4,0.976839237,0.802679382,0.403496821,0.482970027,0.174159855
21115,0.334,19.37921143,36.28407669,28.03626442,16.30044746,0.0033,0.0008,0.0151,0.0049,0,0.9723,59.70988846,6.3,31202,7.224334492,2.79,2.83,2.71,25.8,31.7,26.7,0.060484227,0.064372183,0.110409119,0.048378546,0.018246885,0.775072899,0.17703455,41.8,0.491340461,0.508659539,49.2,62.50071822,177.1003565,74.9,205.4579965,190.2000274,0.5,4.4,9,4.2,3.7,10.2,2.7,4,10.6,37.8466,-82.8315,22634,2.68,2.38,28.1,0.011001149,0.013740391,0.053282672,0.056198639,0.045816029,0.040293364,0.005301758,0.109481311,0.045816029,0.045595122,0.012856764,4.09060241,0.550361446,0.059759036,0.011752231,0.08398869,0.137050455,0.070866838,0.072678272,0.030706017,0.524034638,60.1,77.7,20.1,35.7,24.2,22.7,0.976053724,0.932932756,0.504329769,0.566316162,0.043120968
28021,0.33,19.66205788,27.97619057,28.37941551,23.98233414,0.0009,0.0007,0.0113,0.8723,0,0.1128,67.97814178,10.8,31221,2.988717991,2.55,2.38,2.88,37.5,48.9,45.6,0.060072615,0.042798988,0.096930355,0.046209704,0.016613489,0.782594345,0.159753548,33.9,0.468918473,0.531081527,34.4,82.64143614,170.2830264,66,295.1479862,263.6192366,0.2,15.6,8.9,8.6,0.8,2.6,6.2,3.4,23.8,31.9737,-90.9118,9089,2.9,2.77,30.5,0.023764991,0.005611178,0.047750028,0.049730443,0.059082407,0.148201122,0.005171086,0.097480471,0.059082407,0.153372208,0.014413027,4.11898017,0.603399433,0.056657224,0.00781164,0.204202883,0.171966113,0.078556497,0.076796127,0.016173396,0.31147541,65,19.1,12.9,67.9,30.4,41,0.993948729,0.839256244,0.421828584,0.487072285,0.154692485
22107,0.432,22.54809189,46.10533142,19.9621563,11.38442135,0.0206,0,0.0011,0.5536,0,0.4225,61.50896072,8,31436,10.56464774,2.51,2.43,2.58,28.9,48,45,0.065994299,0.050866038,0.138566104,0.072791055,0.02631002,0.762113572,0.237667178,43.4,0.492655119,0.507344881,26.1,114.6686055,184.8389462,48.2,379.6044285,289.2387214,0.4,18,7.4,2.6,6.6,5.9,3.1,5.7,11.6,32.0017,-91.3401,4561,2.36,2.89,32.5,0.007235255,0.004604253,0.05393554,0.045604034,0.068625301,0.017101513,0.003946503,0.099539575,0.068625301,0.021048016,0.018636264,3.812765957,0.359574468,0.168085106,0.004385003,0.17320763,0.17276913,0.121464591,0.07936856,0.020390265,0.351019513,53.5,43.3,22.9,66.4,30.3,34.7,0.995834247,0.816487612,0.353650515,0.574873931,0.179346635
