FIPS Code,Percent adults fully vaccinated against COVID-19,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19",Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Med_HH_Income_Percent_of_State_Total_2019,"Unemployment Rate, 2019","Median Household Income, 2019","Population Density, 2020","Average Household Size, 2020","Average Household Size of Owner-Occupied Unit, 2020","Average Household Size of Renter-Occupied Unit, 2020",Estimated percent of people of all ages in poverty 2019,Estimated percent of people age 0-17 in poverty 2019,Estimated percent of related children age 5-17 in families in poverty 2019,Percent Under 5 years,Percent 5 to 9 years,Percent 65 to 74 years,Percent 75 to 84 years,Percent 85 years and over,Percent 18 years and over,Percent 65 years and over,Median Age,Percent Male,Percent Female,Percent Households with 1+ Persons with Disability,Percent Total Civilian Noninstitutionalized Population - with a disability 65 and over ,Percent Total Civilian Noninstitutionalized Population - with a disability ,Percent of Households with Internet At Home,Percent Total Households with a computer ,Percent Total Households with a broadband Internet subscription ,Percent of Households with Limited English Speaking Status,Percent of Population with No Health Insurance Coverage,"Percent of Civilian Employed Population 16 Years and Over in Educational Instruction, and Library Occupations",Percent of Civilian Employed Population 16 Years and Over in Food Preparation and Serving Related Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Support Occupations,Percent of Civilian Employed Population 16 Years and Over in Healthcare Practitioners and Technical Occupations,"Percent of Civilian Employed Population 16 Years and Over in Natural Resources, Construction, and Maintenance Occupations",Percent of Civilian Employed Population 16 Years and Over in Protective Service Occupations,"Percent of Civilian Employed Population 16 Years and Over in Production, Transportation and Material Moving Occupations",Latitude,Longitude,Population,Average Household Size of Owner-Occupied Unit,Average Household Size of Renter-Occupied Unit,Percent Renter-occupied Units,"Percent Population Enrollment in - Nursery, Preschool",Percent Population Enrollment in - Kindergarten,Percent Population Enrollment in - Grade 1-4,Percent Population Enrollment in - Grade 5-8,Percent Population Enrollment in - Grade 9-12,Percent Population Enrollment in - College,Percent Population Enrollment in - Grad/Prof,Percent Population Enrollment in - Elementary school (grades 1-8),Percent Population Enrollment in - High school (grades 9-12),Percent Population Enrollment in - College or graduate school,Percent Grandparents responsible for grandchildren,Percent Total Households - With Supplemental Security Income,Percent Total Households - With cash public assistance income,Percent Total Households - With Food Stamp/SNAP benefits in the past 12 months,Percent Total Population - Worked at home,Percent population with Income to Poverty Ratio < 0.50,Percent population with Income to Poverty Ratio 0.50-0.99,Percent population with Income to Poverty Ratio 1.00-1.24,Percent population with Income to Poverty Ratio 1.50-1.84,Percent population with Income to Poverty Ratio 1.85-1.99,Percent population with Income to Poverty Ratio 2.00+,"Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 18 years","Percentage of families whose income in the past 12 months is below the poverty level with female householder, no husband present) - With related children of the householder under 5 years only",Percentage of people whose income in the past 12 months is below the poverty level - 65 years and over,Percentage of people whose income in the past 12 months is below the poverty level - Related children of the householder under 5 years,Percent Households: Income Below Poverty Level ,Percentage of people whose income in the past 12 months is below the poverty level,Percent of Civilian noninstitutionalized population with Health Coverage,Percent of Total Civilian Noninstitutionalized Population - With health insurance coverage,Percent of Total Civilian Noninstitutionalized Population - With private health insurance,Percent of Total Civilian Noninstitutionalized Population - With public coverage,Percent of Total Civilian Noninstitutionalized Population - No health insurance coverage
31055,0.499,9.447485924,21.36626244,29.4763546,39.7098999,0.1255,0.0042,0.0379,0.1093,0.0004,0.694,106.2790298,3.2,67264,75.29564324,2.62,2.64,2.57,10.2,12,10.9,0.075379448,0.071742384,0.075611335,0.035341418,0.015504346,0.7426514,0.1264571,34.7,0.493133458,0.506866542,21.3,33.42892734,88.16110517,85.8,298.4174165,280.7740365,3.5,9.2,6.1,5.4,2.8,6.8,0.4,1.6,11.6,41.2953,-96.1543,560617,2.7,2.22,38.3,0.017915975,0.015090516,0.055298002,0.053366202,0.055251625,0.053763978,0.020381116,0.108664204,0.055251625,0.074145094,0.005044442,10.29949934,0.404496505,0.172491971,0.022079245,0.050121562,0.067404306,0.040405482,0.058940417,0.02629246,0.695993878,32.1,29.5,7.8,17.3,11.7,12,0.9874103,0.896376671,0.729335714,0.257657188,0.091033629
28121,0.346,10.54928303,26.65046883,33.75065613,29.04959297,0.0275,0.0014,0.0116,0.2072,0.0003,0.7393,146.4988708,4,67284,92.59088846,2.39,2.53,2.18,11.1,14.4,12.5,0.060061437,0.061286245,0.088474361,0.044283029,0.014612548,0.765413258,0.147369938,37.8,0.482253385,0.517746615,24.6,100.6386017,242.7429383,83.4,669.6216292,612.6588651,0.3,9.3,5.8,5.3,1.9,9.1,0.9,2.2,10.5,32.2641,-89.9458,152677,2.67,2.52,23.5,0.016112447,0.011920591,0.053393766,0.053419965,0.056400113,0.040569306,0.014232661,0.106813731,0.056400113,0.054801968,0.010715432,15.61267802,0.648142977,0.302429489,0.013610432,0.034785855,0.04541614,0.039514793,0.049529399,0.030928038,0.720429403,21.3,28.8,6.3,11.3,8.4,8.3,0.965266543,0.875220236,0.706150894,0.280192825,0.090046307
19103,0.592,5.059632778,16.27330399,25.85907555,52.80798721,0.0562,0.0019,0.0622,0.072,0.0007,0.7837,108.8792496,2,67295,1.743915297,3.07,2.96,3.43,16,10.5,10.2,0.059524691,0.056879598,0.06914933,0.029311401,0.014679257,0.799302718,0.113139988,30.3,0.495446805,0.504553195,15.1,46.55732409,113.8661569,88.4,598.6949171,556.0699078,4.7,5.6,11.1,7.6,3.5,10.9,0.9,1.2,10.7,41.6715,-91.5881,148577,2.53,2.17,41.5,0.017492613,0.01237069,0.04297435,0.043472408,0.037946654,0.164392874,0.044488716,0.086446758,0.037946654,0.20888159,0.002126843,14.12998805,0.36869773,0.216726404,0.023718341,0.101085632,0.070333901,0.040914812,0.046857858,0.018865639,0.641828816,33,38.4,4.6,14.6,18,18.1,0.989089832,0.93384575,0.802230493,0.23557482,0.055244082
20093,0.452,24.06764984,32.39375687,28.79444885,14.74414539,0.3171,0,0.0038,0.0038,0,0.6685,108.5009995,2.3,67301,22.94131686,2.59,2.63,2.43,10.4,12.9,11,0.079856668,0.087535193,0.081648324,0.055541336,0.009214231,0.712567187,0.14640389,34.7,0.476068595,0.523931405,29,154.0834421,283.3519478,74.1,610.5628529,510.1489244,3.9,15.2,8.5,4.3,0.7,5.9,2.3,1.3,18.4,38.0003,-101.3199,3907,3.11,3.48,23.9,0.003839263,0.033273611,0.058868697,0.055541336,0.069106732,0.020220118,0.003583312,0.114410033,0.069106732,0.02380343,0.013309445,12.25510204,0.928571429,0.091836735,0.044535449,0.085231636,0.106475557,0.041975941,0.093422063,0.007422575,0.590478628,65.9,100,14.7,33.3,12.2,19.6,0.984642949,0.835167648,0.627335552,0.307652931,0.149475301
18047,0.244,12.65277195,42.51254272,23.69098091,21.14370346,0.008,0,0.009,0.0014,0,0.9683,116.8318405,3.3,67315,19.500879,2.41,2.49,2.18,9.2,13.2,12.5,0.057521735,0.066523228,0.10248529,0.055414069,0.017432159,0.761175024,0.175331518,42.2,0.493106174,0.506893826,27.9,56.65992746,128.140623,76.8,323.7397861,288.1087361,0.5,5.4,3.5,4.4,3.3,7.2,1.4,0.9,22.3,39.4149,-85.0602,22774,2.61,2.57,16,0.015104944,0.012294722,0.053262492,0.055545798,0.059146395,0.022657416,0.004566611,0.10880829,0.059146395,0.027224027,0.0031615,13.59467919,0.575899844,0.276995305,0.025072451,0.039035743,0.051198735,0.052384298,0.033239659,0.020988847,0.76341442,30.9,37.1,11,14.4,9.2,9.1,0.99521384,0.941907438,0.757223149,0.311407746,0.053306402
19099,0.427,6.093671799,41.36089325,33.76109314,18.7843399,0.0235,0.0021,0.0047,0.0199,0,0.9346,108.9148483,3,67317,320.0174034,2.53,2.64,2.31,8.4,10.3,9.5,0.058559411,0.060588028,0.101430851,0.064753455,0.022855752,0.776175922,0.189040058,42.1,0.510643477,0.489356523,26.5,111.854948,236.5020905,80.8,656.0860675,596.4232728,1,3,4.8,5.4,3.4,4.8,1.2,1.1,20.5,41.686,-93.0538,36971,2.51,2.14,25.5,0.017121528,0.013145438,0.052500609,0.050471992,0.049227773,0.027345757,0.004652295,0.1029726,0.049227773,0.031998053,0.005788321,7.756253326,0.418839808,0.214475785,0.023423765,0.034648779,0.051526872,0.041086257,0.078683292,0.027426902,0.682318574,12.6,12.7,8.3,5.5,10.1,9,0.957940007,0.929187742,0.725541641,0.373103243,0.028752265
19153,0.476,8.479335785,24.46357536,30.34726143,36.70982742,0.0837,0.0018,0.0454,0.0655,0.0008,0.7771,108.9375,2.9,67331,21.74475872,2.54,2.55,2.51,10.1,11.9,10,0.071409806,0.069800172,0.076165734,0.036072909,0.015410373,0.750156376,0.127649016,35.5,0.49277958,0.50722042,21.8,57.37916239,160.6363163,85.3,537.8234269,491.9083548,3,4.9,5.3,5.7,2.7,5.2,0.4,1.4,12.2,41.6855,-93.5735,479612,2.62,2.27,32.9,0.017547518,0.013219019,0.055684595,0.054175041,0.054127086,0.044873773,0.013915415,0.109859637,0.054127086,0.058789188,0.00444943,8.472727273,0.340085721,0.195353034,0.022587008,0.046335371,0.055765911,0.037549102,0.059794167,0.026404677,0.721512389,26.4,33.7,6,14.8,9.8,10.4,0.990102416,0.941262938,0.745700691,0.320953187,0.048839479
47047,0.344,13.79298687,32.11248398,31.90242195,22.19210625,0.027,0.0041,0.0067,0.2729,0,0.6802,120.1580811,3.6,67345,38.71472137,2.45,2.49,2.24,11.2,16.7,14.8,0.050418285,0.053007669,0.128124689,0.062120307,0.017179564,0.804103177,0.207424559,45.8,0.49330246,0.50669754,31.9,134.9340897,293.0464837,76,602.3177805,537.2821852,0.6,7.1,4.9,3.5,2.1,6.5,1.5,3,15.5,35.1971,-89.4144,40164,2.56,2.46,20.1,0.011975899,0.008988149,0.03839259,0.046832985,0.045637885,0.027860771,0.004879992,0.085225575,0.045637885,0.032740763,0.012125286,7.656357388,0.48257241,0.103092784,0.019943233,0.061672144,0.070959068,0.039537895,0.064460711,0.038766059,0.687058062,45.5,34.4,6.5,27.4,12.2,13.5,0.985559207,0.916019321,0.694029479,0.363285529,0.069539886
18183,0.362,8.155056953,39.19219589,31.93564987,20.71709824,0.0206,0.0035,0.0037,0.0041,0,0.9543,116.8873749,2.9,67347,11.95719362,2.38,2.49,2.08,7.7,9.4,9,0.060509932,0.063800771,0.103053661,0.049451527,0.023688111,0.768811147,0.1761933,41.8,0.496738808,0.503261192,27.5,52.33468414,118.2233042,82.1,324.083369,287.2094483,0,7.7,4.5,3.2,3.1,7,1.7,0.7,25.2,41.1394,-85.5051,33730,2.46,2.24,17.8,0.010020753,0.013074414,0.047969167,0.050548473,0.050518826,0.032285799,0.00889416,0.09851764,0.050518826,0.041179958,0.00613697,15.52768362,0.654237288,0.088135593,0.021523866,0.036643937,0.058612511,0.029914023,0.049659057,0.033679217,0.738956419,38.9,36.7,6.4,20.1,8.1,9.7,0.988763712,0.912570412,0.75555885,0.290809369,0.0761933
55049,0.543,4.783997059,35.29553604,35.34976196,24.57070541,0.018,0.0019,0.0068,0.0089,0.0009,0.9528,105.0064697,2.8,67390,41.10128555,3.3,3.3,3.29,9.5,11.4,10.1,0.056863409,0.065331527,0.10949276,0.048945719,0.021678381,0.770641036,0.18011686,42.8,0.502371073,0.497628927,24.2,92.67173108,226.4937254,81.9,721.7187432,668.5245005,0.3,3.7,4.4,4.3,3.9,5.6,1.6,1.1,16.7,43.0005,-90.1354,23618,2.5,2.03,26.2,0.013506647,0.014353459,0.055550851,0.050597002,0.051570836,0.026293505,0.004615124,0.106147853,0.051570836,0.030908629,0.00431874,11.643026,0.566193853,0.132387707,0.038614616,0.036455246,0.050808705,0.036539927,0.049326785,0.02015412,0.768905072,23.5,44.3,9.7,12.4,9.3,8.8,0.993310187,0.956431535,0.794817512,0.309213312,0.036878652
6071,0.347,20.00866318,26.30273438,32.69942856,20.9891758,0.5332,0.0036,0.0699,0.0788,0.0029,0.2853,83.80438232,3.9,67398,187.8468263,2.61,2.67,2.46,13.3,18.5,17.9,0.071559694,0.073653661,0.068779836,0.031891117,0.011919791,0.734034549,0.112590744,33.3,0.497789934,0.502210066,26.9,2248.654953,5578.260533,84.6,14308.3384,12980.59804,6.7,8.4,5.8,5.6,3.9,5.4,0.3,2.7,18.8,34.8414,-116.1784,2149031,3.31,3.27,40.2,0.014841107,0.014225481,0.057747887,0.059291374,0.0645463,0.064673799,0.011951433,0.117039261,0.0645463,0.076625232,0.009792786,6.787115982,0.49216224,0.316156777,0.021688845,0.068243315,0.086995488,0.051638622,0.072752324,0.029121032,0.613402506,38.7,40.2,10.9,24.1,14.8,16,0.976744402,0.894592958,0.550696104,0.41578786,0.082151444
42011,0.355,13.32825565,36.67491913,25.09538841,24.90143776,0.2103,0.0008,0.0137,0.0424,0.0001,0.717,106.245369,4.4,67418,142.7718716,2.83,2.8,2.89,10.2,16.2,15.9,0.057893667,0.063242629,0.094570899,0.051669159,0.022955565,0.775042163,0.169195622,39.9,0.491927516,0.508072484,28,119.6154107,299.9326046,83.3,726.8932415,678.06651,4.7,6,5.8,5.7,3.5,5.9,0.4,1.8,20,40.4163,-75.926,418025,2.68,2.44,28.5,0.013719275,0.01069314,0.051212248,0.051133305,0.053085342,0.054286227,0.009482686,0.102345553,0.053085342,0.063768913,0.005636027,7.603302536,0.428346766,0.200412817,0.020259554,0.054472819,0.061723581,0.038323067,0.059553854,0.025441062,0.688018659,35.5,37.9,8,20.5,11.1,12,0.988469589,0.929623826,0.708756653,0.360310986,0.058845763
28033,0.298,9.565664291,29.23445511,36.16415024,25.03573036,0.0494,0.0018,0.0141,0.2718,0.0001,0.6428,146.8603058,4.5,67450,1.757861143,2.18,2.21,2.02,9.4,13.4,12.2,0.061299064,0.069255483,0.078737254,0.036217349,0.011493225,0.740874424,0.126447828,36.8,0.482145551,0.517854449,24.1,52.81286315,141.0066225,86.7,402.1414855,374.3495951,0.9,8,6,4.7,2,7.9,0.8,2.2,18.5,34.8754,-89.9918,178975,2.82,2.87,26,0.017147646,0.013225311,0.05928761,0.063472552,0.065249336,0.043642967,0.010817153,0.122760162,0.065249336,0.05446012,0.01139824,11.94718845,0.50968845,0.109802432,0.014733901,0.039139545,0.05171672,0.033691856,0.055588769,0.022913815,0.752423523,22.7,26.8,6.9,12.3,8.4,9.2,0.993943288,0.91406621,0.760821344,0.264277134,0.079877078
38055,0.401,7.553956985,33.75539398,37.85611343,20.83453178,0.0247,0.0638,0.0008,0.0066,0.0016,0.8911,100.0756683,3.1,67453,4.820478828,2.32,2.4,2.09,9.4,11.7,10.4,0.057595993,0.066360601,0.134077629,0.066360601,0.028484975,0.784536728,0.228923205,46,0.517946578,0.482053422,19.9,345.0183144,569.7079273,72.6,2181.884414,1787.822174,0.2,5.3,5.2,3.2,3.2,4.4,1.1,2,15.3,47.6069,-101.3218,9584,2.23,1.96,18.8,0.013668614,0.015442404,0.042466611,0.050709516,0.049457429,0.016694491,0.005217028,0.093176127,0.049457429,0.021911519,0.006886477,24.48587571,0.807909605,0.214689266,0.046640234,0.035058431,0.043301336,0.041318865,0.044553422,0.020763773,0.780467446,34.3,15.4,8.6,8.8,9.3,8,0.983827212,0.931448247,0.79403172,0.308952421,0.052378965
31139,0.347,4.584882259,33.25072098,38.99215317,23.17224312,0.0153,0.0008,0.0062,0.0021,0.0018,0.9616,106.5966187,2.6,67465,220.2186681,2.63,2.77,2.34,9.3,10.7,9.6,0.064949608,0.072368421,0.099244121,0.069148936,0.020576708,0.74944009,0.188969765,41.6,0.497620381,0.502379619,22.1,79.38944329,154.2067197,82.3,546.5817693,509.7966084,0,4.6,8.1,3.5,2.2,8.6,1.3,2,20.3,42.2644,-97.6013,7144,2.4,2.08,24.1,0.014277716,0.014837626,0.058650616,0.05431131,0.057670773,0.026035834,0.002659574,0.112961926,0.057670773,0.028695409,0.007138858,18.31515152,0.448484848,0.272727273,0.032894737,0.036254199,0.041433371,0.027575588,0.050951848,0.040733483,0.740201568,20.3,48,10.3,9.1,9,8,0.98306271,0.937430011,0.8037514,0.25993841,0.045632699
42071,0.441,14.95193291,35.29547501,22.47831535,27.27427673,0.1048,0.0009,0.0218,0.0349,0.0002,0.8198,106.3982315,3.5,67515,29.97806808,2.39,2.31,2.51,10.5,14.6,14.2,0.065580528,0.066586075,0.094545461,0.054055553,0.026842933,0.763077196,0.175443947,38.6,0.489751367,0.510248633,24.7,123.9007754,283.4380494,79.3,792.5257202,716.4716662,3.2,11.7,5.6,5.8,3.1,6.5,0.3,1.3,18.1,40.0424,-76.2477,540999,2.76,2.35,31.9,0.012794848,0.01081148,0.051423385,0.051785678,0.047684007,0.040685842,0.009720905,0.103209063,0.047684007,0.050406748,0.005205185,11.51456311,0.537749857,0.341176471,0.025051802,0.042354977,0.05683005,0.033456624,0.065062967,0.027866965,0.71581648,33.9,32.3,6.4,14.8,9.4,10.1,0.989055433,0.873031189,0.684785,0.324993207,0.116024244
12087,0.461,8.580986023,26.70611191,30.3099575,34.40294647,0.2433,0.0007,0.013,0.067,0.0015,0.6626,114.0714188,2.1,67528,0.774245882,2.52,2.61,2.19,9.9,14.8,15.4,0.046030238,0.036834745,0.138169873,0.063128315,0.020198422,0.84887464,0.221496609,47.7,0.521003193,0.478996807,19,132.4443136,256.4240147,83.7,998.4883757,900.5743067,5.2,18.2,3.9,11.4,1.3,4.5,1.3,3,7.7,25.3156,-81.1106,75798,2.26,2.36,40.5,0.012309032,0.007493601,0.028826618,0.035423098,0.036491728,0.029908441,0.007849811,0.064249716,0.036491728,0.037758252,0.003746801,14.49073656,0.505648441,0.347492092,0.034143381,0.046676693,0.060977862,0.039367793,0.058312884,0.023008523,0.715190374,25.9,40,11,13.9,10,10.9,0.974102219,0.796894377,0.615689068,0.32449405,0.177207842
38013,0.351,7.409879684,27.77036095,42.05607605,22.76368523,0.0115,0.0069,0.005,0.0023,0,0.9578,100.2121582,2.2,67545,1.746330823,2.1,2.22,1.77,8.8,8.8,8.8,0.098533456,0.068744271,0.093950504,0.04995417,0.025206233,0.72731439,0.169110907,36.8,0.543996334,0.456003666,16.9,154.5669677,247.5691262,74.8,1008.614959,881.5556717,0,5.4,5.6,3.6,1.3,3.7,2.7,4.6,11.6,48.791,-102.5182,2182,2.52,1.98,21.1,0.022456462,0.021539872,0.053620532,0.067827681,0.042163153,0.010082493,0.005041247,0.121448213,0.042163153,0.01512374,0.009624198,36.2,0.96,0.56,0.030247479,0.013290559,0.044912924,0.038038497,0.039413382,0.046287809,0.77543538,46.9,0,8.7,1.9,6.7,5.9,0.998625115,0.945004583,0.87167736,0.205774519,0.053620532
38081,0.526,8.102345467,36.35394287,37.06467819,18.47903252,0.031,0.0036,0.0028,0.0238,0,0.9194,100.2210617,1.7,67551,27.65011534,2.55,2.52,2.6,7.5,9.9,9.8,0.052169421,0.059659091,0.128099174,0.062241736,0.03125,0.80268595,0.221590909,45.2,0.531766529,0.468233471,25.6,165.3814431,298.0311423,81.6,957.8341913,868.8268174,0.3,3.8,4.6,3.8,3.5,4,1.1,0.5,35.6,46.1078,-97.6306,3872,2.21,1.64,27.2,0.01446281,0.00697314,0.044163223,0.047262397,0.03589876,0.013688017,0.008264463,0.09142562,0.03589876,0.021952479,0.002582645,18.64,0.43,0.16,0.035382231,0.017820248,0.023243802,0.034090909,0.048553719,0.02427686,0.815857438,20,0,7.2,3.5,5.3,4.2,0.99018595,0.952221074,0.867768595,0.281508264,0.037964876
53057,0.472,9.817905426,26.3333931,37.60374451,26.24495506,0.1839,0.0151,0.0188,0.007,0.0023,0.7439,85.86190796,5.4,67551,22.55843074,2.23,2.39,1.78,11.2,16.2,15.7,0.060352514,0.058895647,0.120975703,0.059524568,0.022115721,0.78012451,0.202615992,41.5,0.494427284,0.505572716,29.2,287.6860248,629.1704779,88.3,1600.645942,1520.733157,2.7,7.3,5.4,6.1,3.7,5.3,0.7,1.4,16.2,48.4794,-121.7302,125612,2.52,2.63,31.4,0.012570455,0.012713753,0.046739165,0.050544534,0.04958125,0.036732159,0.005310002,0.097283699,0.04958125,0.042042162,0.010460784,7.882477243,0.377763329,0.198797139,0.027982995,0.055329109,0.062613445,0.028221826,0.057430819,0.022274942,0.715592459,36.9,47.3,7.1,16.1,10.6,12,0.987246441,0.915660924,0.664992198,0.420095214,0.071585517
27041,0.484,4.894037247,29.11467934,39.95679474,26.03448868,0.0165,0.0027,0.0031,0.0038,0,0.9592,90.69221497,3.1,67592,18.27603307,2.4,2.51,2.13,6.3,7.5,7.5,0.056700344,0.05912617,0.121371258,0.072721457,0.030362808,0.785034521,0.224455522,44.2,0.50030656,0.49969344,24.7,125.3825091,209.6156394,80.2,655.5324663,577.9377508,0.3,3,6,4.3,4.3,5.9,1.3,1.2,18.5,45.9337,-95.4535,37513,2.37,1.78,25.7,0.015541279,0.009809933,0.054274518,0.04731693,0.042518594,0.035454376,0.006717671,0.101591448,0.042518594,0.042172047,0.001066297,19.58049354,0.606345476,0.547591069,0.03841335,0.026310879,0.048703116,0.043718178,0.060379069,0.025857703,0.74974009,21.8,11.7,7.7,8,8.2,7.6,0.988457335,0.958414416,0.789992802,0.372484205,0.030042918
16069,0.381,7.953166485,32.13036346,37.00292587,22.9135437,0.0393,0.0584,0.0077,0.0036,0.0001,0.8696,111.2033539,2.7,67645,1.035447223,2.14,2.16,2.06,11.1,13.6,11.9,0.058880573,0.059178954,0.106596713,0.057910834,0.031429495,0.787651988,0.195937042,40.8,0.493174528,0.506825472,32.9,156.0293242,371.7169194,80.3,799.3224939,707.2673779,0.5,10.1,5.9,6.1,3.4,5.8,1.3,2.1,17.4,46.3268,-116.7502,40217,2.53,2.04,27.2,0.013054181,0.007285476,0.05132158,0.042867444,0.045179899,0.050426437,0.004923291,0.094189025,0.045179899,0.055349728,0.009672527,9.405281286,0.653846154,0.37141217,0.025188353,0.051346446,0.078325086,0.041798245,0.046050178,0.034015466,0.683964493,44.2,36.2,8,22.3,12.8,13.3,0.985652833,0.886416192,0.699157073,0.349230425,0.099236641
38091,0.441,3.689167976,25.27472496,40.10988998,30.92621613,0.0172,0,0,0.0075,0,0.9753,100.3842621,2,67661,41.92435909,2.49,2.53,2.31,7.4,10.5,10.1,0.043577982,0.03956422,0.137041284,0.075688073,0.020068807,0.803899083,0.232798165,50.3,0.526376147,0.473623853,18.3,105.7592611,188.2514847,81,742.4300127,662.0529743,0,5,6.8,1.8,2.6,3.2,3,0,9.7,47.4562,-97.7246,1744,2.24,2.29,15.3,0.002293578,0.002293578,0.041857798,0.055619266,0.049885321,0.020068807,0.000573394,0.097477064,0.049885321,0.020642202,0,155.4,0.8,0.6,0.075114679,0.021788991,0.035550459,0.021788991,0.040137615,0.013761468,0.819954128,0,0,5.2,5.3,5,5.8,1,0.950114679,0.834862385,0.323394495,0.049885321
26015,0.369,7.344712734,37.74582672,33.84092331,21.06853676,0.0295,0.0037,0.006,0.0051,0.0001,0.9413,113.7444992,3.2,67703,75.93345667,2.5,2.54,2.36,7.8,10.9,10.1,0.055450942,0.060555005,0.108126858,0.048381236,0.023818963,0.77748596,0.180327056,42.5,0.503204493,0.496795507,25.6,77.44632081,175.7626859,80.8,507.9560552,460.2530969,0.3,4.2,3.6,4.5,2.8,5.1,0.9,1.4,20.2,42.595,-85.309,60540,2.5,2.27,16.5,0.014552362,0.009811695,0.049322762,0.055203171,0.052494219,0.02938553,0.003534853,0.104525933,0.052494219,0.032920383,0.005963,13.70332769,0.573040045,0.300056402,0.020713578,0.037099438,0.039098117,0.028031054,0.069375619,0.030789561,0.736372646,32.5,33.1,5.4,10.4,8,7.7,0.993739676,0.952444665,0.77905517,0.329567228,0.041295012
42001,0.355,11.16464424,39.91002655,26.64185905,22.28346825,0.0709,0.0007,0.007,0.0129,0,0.8901,106.699234,3.4,67706,53.00114511,2.52,2.52,2.53,7.6,10.2,10,0.050658729,0.054513516,0.114657949,0.058075534,0.025412316,0.796974724,0.198145799,43.9,0.49244657,0.50755343,27.8,84.04910999,181.6541051,82,452.4964953,417.6890726,1.4,5.6,5.8,5.7,3.5,5.7,0.6,2.4,21.5,39.8715,-77.2179,102470,2.55,2.32,22,0.011388699,0.009397873,0.046784425,0.047662731,0.048355616,0.055469894,0.008334147,0.094447155,0.048355616,0.06380404,0.007094759,13.4974271,0.543396226,0.272727273,0.019693569,0.029745291,0.044637455,0.029052406,0.049799941,0.023343418,0.748121401,32.3,48.9,5.8,14.1,7.2,7.8,0.987508539,0.932419245,0.781233532,0.321333073,0.055089294
21239,0.593,8.938913345,29.77816582,27.49972725,33.78319168,0.0671,0,0.0041,0.0451,0,0.8621,129.7745667,3,67815,14.28246931,2.59,2.64,2.41,8.3,12,10.9,0.055893305,0.065126529,0.111634623,0.046812068,0.018998404,0.777452694,0.177445095,42.5,0.472984269,0.527015731,29.3,30.0655336,70.06560258,83.9,175.0423973,161.4595862,1.6,5,5.6,4.4,2.3,6.5,1.5,2.2,12.8,38.0424,-84.7436,26318,2.51,2.5,29.3,0.014590774,0.009955164,0.051181701,0.046850065,0.050193784,0.045482179,0.011627023,0.098031765,0.050193784,0.057109203,0.00368569,9.787334594,0.462192817,0.058601134,0.025571852,0.047116042,0.081123186,0.025457862,0.043050384,0.016490615,0.734554297,43,44.6,4.7,19.9,11.7,13,0.99547838,0.945702561,0.703890873,0.390075234,0.049775819
19019,0.482,5.897893429,38.54337692,34.00928116,21.54944611,0.0158,0.0036,0.0026,0.0017,0,0.961,109.8678131,2.8,67906,105.5742009,2.82,2.85,2.74,9.5,14.4,13.3,0.069845629,0.075291221,0.101098589,0.051709442,0.025665309,0.732503078,0.17847334,39.1,0.493986173,0.506013827,25,91.40130674,177.8998614,79.8,487.473636,442.5784347,0.6,5.1,5.4,4.7,4.3,5.8,1.1,1.5,19.8,42.4708,-91.8379,21118,2.65,2.38,20.7,0.02599678,0.016147362,0.054834738,0.062742684,0.056113268,0.020882659,0.007008239,0.117577422,0.056113268,0.027890899,0.002793825,10.98358413,0.439124487,0.177838577,0.032957666,0.043517379,0.042286201,0.031300313,0.056918269,0.034046785,0.743915143,40.2,76.9,6.9,11.3,9.3,8.7,0.988493229,0.938535846,0.753338384,0.332986078,0.049957382
45035,0.323,10.30016232,27.32412148,34.17678833,28.19892883,0.0538,0.0038,0.0181,0.2482,0.0013,0.6421,120.7434387,2.4,68051,6.122544916,2.21,2.36,1.85,9.3,12.6,11.7,0.060745804,0.071687124,0.086873575,0.035856196,0.01223002,0.752127303,0.134959791,37,0.486907687,0.513092313,26.1,72.63762138,187.7061074,81.1,472.1817508,416.2429679,0.9,9.4,6.2,4.9,2,6.8,0.9,2.8,13.9,33.0793,-80.4067,158299,2.83,2.83,28.3,0.014750567,0.012975445,0.059191783,0.057903082,0.063487451,0.043872671,0.010404361,0.117094865,0.063487451,0.054277033,0.010132724,8.763616213,0.409119696,0.143920203,0.021377267,0.054915066,0.064188656,0.036721647,0.060038282,0.035742487,0.70189957,39.5,43,8.7,21.4,11.6,12.1,0.981857118,0.88925388,0.702006962,0.324689354,0.092603238
